# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5025130	5026899	-							MPAO1_23810	1770		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5026938	5027747	-							MPAO1_23815	810		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5027910	5028470	-							MPAO1_23820	561		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5028496	5029764	-							MPAO1_23825	1269		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5030041	5030751	+							MPAO1_23830	711		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5031004	5032617	+							MPAO1_23835	1614		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5032711	5034309	+							MPAO1_23840	1599		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5034377	5035594	-							MPAO1_23845	1218		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5035762	5036325	+							MPAO1_23850	564		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5036591	5038192	+							MPAO1_23855	1602		
gene	pseudogene	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5038168	5038402	-							MPAO1_23860	235		pseudo
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5038418	5039872	+							MPAO1_23865	1455		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5039922	5041517	+							MPAO1_23870	1596		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5041585	5042595	+							MPAO1_23875	1011		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5042607	5043518	+							MPAO1_23880	912		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5043571	5044545	+							MPAO1_23885	975		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5044545	5045516	+							MPAO1_23890	972		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5045549	5046181	-							MPAO1_23895	633		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5046323	5046796	+							MPAO1_23900	474		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5046801	5047730	-							MPAO1_23905	930		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5047727	5048404	-					pxpB		MPAO1_23910	678		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5048401	5049156	-							MPAO1_23915	756		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5049286	5050185	+					lpxO		MPAO1_23920	900		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5050365	5052917	-							MPAO1_23925	2553		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5053133	5055394	-							MPAO1_23930	2262		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5055612	5056292	+							MPAO1_23935	681		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5056295	5057110	+							MPAO1_23940	816		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5057233	5059035	+					cptA		MPAO1_23945	1803		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5059091	5059516	-							MPAO1_23950	426		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5059632	5060795	-							MPAO1_23955	1164		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5061247	5063268	-							MPAO1_23960	2022		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5063458	5064294	-							MPAO1_23965	837		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5064291	5064857	-					ampD		MPAO1_23970	567		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5065008	5067263	-							MPAO1_23975	2256		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5067549	5068397	+							MPAO1_23980	849		
gene	tRNA	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5068450	5068525	-							MPAO1_23985	76		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5068599	5069048	-							MPAO1_23990	450		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5069280	5070980	+							MPAO1_23995	1701		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5070984	5072204	+							MPAO1_24000	1221		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5070984	5072204	+	QPZ83985.1			type 4a pilus biogenesis protein PilC			MPAO1_24000	1221	406	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5072208	5073080	+							MPAO1_24005	873		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5073077	5073688	+							MPAO1_24010	612		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5073685	5073885	+					yacG		MPAO1_24015	201		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5073922	5074131	-							MPAO1_24020	210		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5074237	5074926	-							MPAO1_24025	690		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5074923	5075393	-							MPAO1_24030	471		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5075390	5075815	-							MPAO1_24035	426		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5075948	5076577	+							MPAO1_24040	630		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5076574	5077023	+							MPAO1_24045	450		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5077049	5077219	+							MPAO1_24050	171		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5077283	5078590	+							MPAO1_24055	1308		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5078630	5079721	-					zapE		MPAO1_24060	1092		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5080270	5081907	+							MPAO1_24065	1638		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5081956	5086209	+							MPAO1_24070	4254		
gene	tRNA	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5086439	5086514	-							MPAO1_24075	76		
gene	tRNA	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5086525	5086601	-							MPAO1_24080	77		
gene	tRNA	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5086611	5086686	-							MPAO1_24085	76		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5086921	5089485	-							MPAO1_24090	2565		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5089641	5090369	-							MPAO1_24095	729		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5090366	5091328	-							MPAO1_24100	963		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5091474	5092499	+					bamD		MPAO1_24105	1026		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5092656	5092901	+							MPAO1_24110	246		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5092891	5094483	+							MPAO1_24115	1593		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5094498	5095835	+							MPAO1_24120	1338		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5095881	5096975	-							MPAO1_24125	1095		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5097110	5097619	+							MPAO1_24130	510		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5097725	5098231	+							MPAO1_24135	507		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5097725	5098231	+	QPZ84008.1			type 4 fimbrial biogenesis protein FimU			MPAO1_24135	507	168	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5098222	5098779	+							MPAO1_24140	558		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5098776	5099600	+							MPAO1_24145	825		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5099597	5100184	+							MPAO1_24150	588		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5100196	5103681	+							MPAO1_24155	3486		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5100196	5103681	+	QPZ84012.1			type 4a pilus biogenesis protein PilY1			MPAO1_24155	3486	1161	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5103683	5104030	+							MPAO1_24160	348		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5103683	5104030	+	QPZ84013.1			type 4a fimbrial biogenesis protein PilY2			MPAO1_24160	348	115	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5104027	5104452	+							MPAO1_24165	426		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5104499	5105443	-							MPAO1_24170	945		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5105529	5105969	-							MPAO1_24175	441		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5105962	5106471	-							MPAO1_24180	510		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5106464	5109295	-							MPAO1_24185	2832		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5109319	5110257	-							MPAO1_24190	939		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5110354	5111892	-					murJ		MPAO1_24195	1539		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5112176	5112451	+							MPAO1_24200	276		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5112518	5112982	-							MPAO1_24205	465		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5112994	5114112	-							MPAO1_24210	1119		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5114183	5115403	-							MPAO1_24215	1221		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5115545	5115802	-							MPAO1_24220	258		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5115826	5116137	-					rplU		MPAO1_24225	312		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5116378	5117346	+							MPAO1_24230	969		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5117484	5117708	+							MPAO1_24235	225		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5118051	5120078	+							MPAO1_24240	2028		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5120148	5120765	-							MPAO1_24245	618		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5120850	5121155	-							MPAO1_24250	306		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5121412	5121900	-							MPAO1_24255	489		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5122074	5122415	-							MPAO1_24260	342		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5122566	5125019	-							MPAO1_24265	2454		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5125118	5125444	-							MPAO1_24270	327		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5125679	5126167	+							MPAO1_24275	489		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5126226	5128082	+							MPAO1_24280	1857		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5128076	5128630	-							MPAO1_24285	555		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5128686	5130281	-							MPAO1_24290	1596		
gene	tRNA	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5130596	5130669	+							MPAO1_24295	74		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5130941	5132086	+							MPAO1_24300	1146		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5132142	5133356	+							MPAO1_24305	1215		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5133393	5134205	+							MPAO1_24310	813		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5134202	5135227	+							MPAO1_24315	1026		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5135329	5135706	+							MPAO1_24320	378		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5135830	5136870	+							MPAO1_24325	1041		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5136930	5138267	-							MPAO1_24330	1338		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5138563	5139954	-							MPAO1_24335	1392		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5140214	5140702	-							MPAO1_24340	489		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5141299	5142576	-							MPAO1_24345	1278		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5142566	5144047	-							MPAO1_24350	1482		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5144040	5145233	-							MPAO1_24355	1194		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5145230	5145916	-							MPAO1_24360	687		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5146420	5148084	-					ettA		MPAO1_24365	1665		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5148129	5148380	+							MPAO1_24370	252		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5148577	5149095	+							MPAO1_24375	519		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5149146	5150585	-							MPAO1_24380	1440		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5150591	5153722	-							MPAO1_24385	3132		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5153750	5154913	-							MPAO1_24390	1164		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5155074	5155637	+							MPAO1_24395	564		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5155881	5160128	+							MPAO1_24400	4248		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5160251	5161504	+							MPAO1_24405	1254		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5161582	5161962	-							MPAO1_24410	381		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5161985	5162989	-							MPAO1_24415	1005		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5163049	5163252	-							MPAO1_24420	204		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5163301	5165367	-							MPAO1_24425	2067		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5165704	5166210	-							MPAO1_24430	507		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5166413	5166790	+							MPAO1_24435	378		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5166797	5168158	-					radA		MPAO1_24440	1362		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5168268	5168702	+							MPAO1_24445	435		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5168764	5169018	-							MPAO1_24450	255		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5169093	5169644	-							MPAO1_24455	552		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5169698	5171239	-							MPAO1_24460	1542		
gene	pseudogene	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5171236	5171522	-							MPAO1_24465	287		pseudo
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5171766	5172179	+							MPAO1_24470	414		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5172284	5173060	-							MPAO1_24475	777		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5173167	5174165	-							MPAO1_24480	999		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5174493	5175617	+							MPAO1_24485	1125		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5175618	5176193	-							MPAO1_24490	576		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5176193	5177164	-							MPAO1_24495	972		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5177168	5178415	-							MPAO1_24500	1248		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5178418	5178957	-							MPAO1_24505	540		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5178950	5181781	-							MPAO1_24510	2832		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5181897	5182124	-							MPAO1_24515	228		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5182092	5183303	+							MPAO1_24520	1212		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5183463	5183852	-							MPAO1_24525	390		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5184155	5185861	-							MPAO1_24530	1707		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5185924	5192388	-							MPAO1_24535	6465		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5192709	5193680	+							MPAO1_24540	972		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5193790	5194788	+							MPAO1_24545	999		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5194883	5196346	+							MPAO1_24550	1464		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5196699	5197277	+							MPAO1_24555	579		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5197394	5197837	+							MPAO1_24560	444		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5197847	5198872	-							MPAO1_24565	1026		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5199016	5199837	-							MPAO1_24570	822		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5200000	5202138	+							MPAO1_24575	2139		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5202141	5202755	-							MPAO1_24580	615		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5203181	5203885	+							MPAO1_24585	705		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5203898	5204161	-							MPAO1_24590	264		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5204161	5204343	-							MPAO1_24595	183		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5204441	5205601	+							MPAO1_24600	1161		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5205722	5206000	-							MPAO1_24605	279		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5206233	5206520	-							MPAO1_24610	288		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5206548	5207135	-							MPAO1_24615	588		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5207977	5209500	+							MPAO1_24620	1524		
gene	pseudogene	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5209550	5209963	-							MPAO1_24625	414		pseudo
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5210219	5210509	-							MPAO1_24630	291		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5210592	5211077	-							MPAO1_24635	486		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5211145	5211618	-							MPAO1_24640	474		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5211620	5212177	-							MPAO1_24645	558		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5212346	5212984	+					upp		MPAO1_24650	639		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5212987	5214270	+							MPAO1_24655	1284		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5214604	5215152	+							MPAO1_24660	549		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5215183	5215716	+							MPAO1_24665	534		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5215716	5216258	+							MPAO1_24670	543		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5216277	5217065	+							MPAO1_24675	789		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5217082	5219454	+							MPAO1_24680	2373		
CDS	with_protein	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5217082	5219454	+	QPZ84113.1			fimbrial biogenesis outer membrane usher protein			MPAO1_24680	2373	790	
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5219451	5220398	+							MPAO1_24685	948		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5220400	5221773	-							MPAO1_24690	1374		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5222053	5223075	-							MPAO1_24695	1023		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5223072	5223989	-							MPAO1_24700	918		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5224403	5225386	+							MPAO1_24705	984		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5225539	5226495	+							MPAO1_24710	957		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5226505	5227404	+							MPAO1_24715	900		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5227401	5228846	+							MPAO1_24720	1446		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5228972	5229493	-							MPAO1_24725	522		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5229627	5230424	-							MPAO1_24730	798		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5230414	5231172	-					moeB		MPAO1_24735	759		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5231166	5231996	-							MPAO1_24740	831		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5231998	5233080	-					prfA		MPAO1_24745	1083		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5233098	5234366	-							MPAO1_24750	1269		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5234510	5236282	+							MPAO1_24755	1773		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5236287	5236904	+							MPAO1_24760	618		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5236906	5237754	+							MPAO1_24765	849		
gene	tRNA	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5237791	5237865	+							MPAO1_24770	75		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5237921	5238862	+							MPAO1_24775	942		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5238979	5239593	+							MPAO1_24780	615		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5239635	5240219	+							MPAO1_24785	585		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5240260	5241360	+					ychF		MPAO1_24790	1101		
gene	tRNA	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5241540	5241616	+							MPAO1_24795	77		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5241813	5242814	-							MPAO1_24800	1002		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5242811	5244103	-							MPAO1_24805	1293		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5244333	5245607	-							MPAO1_24810	1275		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5245611	5245967	-							MPAO1_24815	357		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5245972	5247231	-							MPAO1_24820	1260		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5247367	5247615	-							MPAO1_24825	249		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5247628	5247879	-							MPAO1_24830	252		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5247892	5247984	-							MPAO1_24835	93		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5248001	5248435	-							MPAO1_24840	435		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5248602	5248946	-							MPAO1_24845	345		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5248950	5249240	-							MPAO1_24850	291		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5249244	5249459	-							MPAO1_24855	216		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5249452	5249724	-							MPAO1_24860	273		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5249850	5250119	+							MPAO1_24865	270		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5250260	5251351	+							MPAO1_24870	1092		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5251354	5252403	+							MPAO1_24875	1050		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5252400	5253473	+							MPAO1_24880	1074		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5253837	5254142	-					higA		MPAO1_24885	306		
gene	protein_coding	GCA_016107485.1	Primary Assembly	chromosome		CP027857.1	5254154	5254432	-							MPAO1_24890	279		
